,Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,Unweighted Normalized Clinical Process of Care Domain Score,Weighted Clinical Process of Care Domain Score,Unweighted Patient Experience of Care Domain Score,Weighted Patient Experience of Care Domain Score,Unweighted Normalized Outcome Domain Score,Weighted Outcome Domain Score,Unweighted Normalized Efficiency Domain Score,Weighted Efficiency Domain Score,Total Performance Score,Location,lat,long
2578,200009,MAINE MEDICAL CENTER,22 BRAMHALL ST,Portland,ME,04102,CUMBERLAND,70.0,14.0,40.0,12.0,36.0,10.8,0.0000000000,0.0000000000,36.8,"22 BRAMHALL ST
Portland, ME 04102
(43.652270144000454, -70.27509493999963)",43.652270144000454,-70.27509493999963
2579,200020,YORK HOSPITAL,15 HOSPITAL DRIVE,York,ME,03909,YORK,54.4444444444,10.8888888889,90.0,27.0,53.3333333333,16.0,0.0000000000,0.0000000000,53.888888888900006,"15 HOSPITAL DRIVE
York, ME 03909
(43.142623606000484, -70.65092101399966)",43.142623606000484,-70.65092101399966
2580,200041,INLAND HOSPITAL,200 KENNEDY MEMORIAL DRIVE,Waterville,ME,04901,KENNEBEC,68.8888888889,19.6825396825,74.0,31.714285714299997,,,0.0000000000,0.0000000000,51.396825396800004,"200 KENNEDY MEMORIAL DRIVE
Waterville, ME 04901
(44.54266178300048, -69.66133444599967)",44.54266178300048,-69.66133444599967
2581,360170,BERGER HOSPITAL,600 NORTH PICKAWAY STREET,Circleville,OH,43113,PICKAWAY,82.2222222222,16.444444444400002,28.0,8.4,20.0,6.0,10.0000000000,2.0000000000,32.844444444400004,"600 NORTH PICKAWAY STREET
Circleville, OH 43113
(39.60979353100049, -82.93794069599966)",39.60979353100049,-82.93794069599966
2582,360189,MADISON COUNTY HOSPITAL INC,210 NORTH MAIN STREET,London,OH,43140,MADISON,36.6666666667,10.4761904762,55.0,23.5714285714,,,30.0000000000,8.5714285714,42.619047619,"210 NORTH MAIN STREET
London, OH 43140
(39.892264398000464, -83.45543256699966)",39.892264398000464,-83.45543256699966
2583,360192,UH GEAUGA MEDICAL CENTER,13207 RAVENNA RD,Chardon,OH,44024,GEAUGA,82.0,16.4,40.0,12.0,66.0,19.8,0.0000000000,0.0000000000,48.2,"13207 RAVENNA RD
Chardon, OH 44024
(41.509380154000496, -81.19359439399966)",41.509380154000496,-81.19359439399966
2584,370002,WOODWARD REGIONAL HOSPITAL,900 17TH STREET,Woodward,OK,73801,WOODWARD,100.0,20.0,63.0,18.9,25.0,7.5,40.0000000000,8.0000000000,54.4,"900 17TH STREET
Woodward, OK 73801
(36.43658045300049, -99.40092610399967)",36.43658045300049,-99.40092610399967
2585,370023,"DUNCAN REGIONAL HOSPITAL, INC",1407 WHISENANT DRIVE,Duncan,OK,73533,STEPHENS,78.8888888889,15.777777777799999,67.0,20.1,3.3333333332999997,1.0,40.0000000000,8.0000000000,44.8777777778,"1407 WHISENANT DRIVE
Duncan, OK 73533
(34.520067569000446, -97.97501642399965)",34.520067569000446,-97.97501642399965
2586,430096,LEWIS AND CLARK SPECIALTY HOSPITAL,2601 FOX RUN PARKWAY,Yankton,SD,57078,YANKTON,20.0,10.0,,,,,40.0000000000,20.0000000000,30.0,"2601 FOX RUN PARKWAY
Yankton, SD 57078
(42.89978379700045, -97.39935016599969)",42.89978379700045,-97.39935016599969
2587,260214,BELTON REGIONAL MEDICAL CENTER,17065 S 71 HIGHWAY,Belton,MO,64012,CASS,77.7777777778,22.2222222222,37.0,15.857142857100001,,,0.0000000000,0.0000000000,38.0793650794,"17065 S 71 HIGHWAY
Belton, MO 64012
(38.80746633600046, -94.53335603999966)",38.80746633600046,-94.53335603999966
2588,240014,NORTHFIELD HOSPITAL,2000 NORTH AVENUE,Northfield,MN,55057,DAKOTA,54.4444444444,15.5555555556,68.0,29.1428571429,,,90.0000000000,25.7142857143,70.41269841270001,"2000 NORTH AVENUE
Northfield, MN 55057
(44.473351023000475, -93.19253467899966)",44.473351023000475,-93.19253467899966
2589,110226,DEKALB MEDICAL CENTER AT HILLANDALE,2801 DEKALB MEDICAL PARKWAY,Lithonia,GA,30058,DE KALB,47.7777777778,9.5555555556,25.0,7.5,30.0,9.0,0.0000000000,0.0000000000,26.055555555599998,"2801 DEKALB MEDICAL PARKWAY
Lithonia, GA 30058
(33.70637156200047, -84.14689605999968)",33.70637156200047,-84.14689605999968
2590,220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,680 CENTER STREET,Brockton,MA,02302,PLYMOUTH,82.0,16.4,35.0,10.5,42.0,12.6,10.0000000000,2.0000000000,41.5,"680 CENTER STREET
Brockton, MA 02302
(42.086266588000456, -70.99091440799964)",42.086266588000456,-70.99091440799964
2591,220058,CLINTON HOSPITAL ASSOCIATION,201 HIGHLAND STREET,Clinton,MA,01510,WORCESTER,,,77.0,28.875,80.0,30.0,0.0000000000,0.0000000000,58.875,"201 HIGHLAND STREET
Clinton, MA 01510
(42.427069334000464, -71.69294793399968)",42.427069334000464,-71.69294793399968
2592,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,Boston,MA,02114,SUFFOLK,56.363636363599994,11.2727272727,58.0,17.4,58.0,17.4,0.0000000000,0.0000000000,46.07272727270001,"55 FRUIT STREET
Boston, MA 02114
(42.36244232000047, -71.06932347599962)",42.36244232000047,-71.06932347599962
2593,220074,"SOUTHCOAST HOSPITAL GROUP, INC",363 HIGHLAND AVENUE,Fall River,MA,02720-3703,BRISTOL,49.0909090909,9.818181818200001,35.0,10.5,76.0,22.8,0.0000000000,0.0000000000,43.1181818182,"363 HIGHLAND AVENUE
Fall River, MA 02720-3703
(41.71031505700046, -71.14695756299966)",41.71031505700046,-71.14695756299966
2594,220084,EMERSON HOSPITAL,OLD ROAD TO 9 ACRE CORNER,Concord,MA,01742,MIDDLESEX,46.6666666667,9.3333333333,46.0,13.8,62.5,18.75,20.0000000000,4.0000000000,45.8833333333,"OLD ROAD TO 9 ACRE CORNER
Concord, MA 01742
(42.44415874700047, -71.37602524299967)",42.44415874700047,-71.37602524299967
2595,220100,SOUTH SHORE HOSPITAL,55 FOGG ROAD,South Weymouth,MA,02190,NORFOLK,52.0,10.4,61.0,18.3,76.0,22.8,20.0000000000,4.0000000000,55.5,"55 FOGG ROAD
South Weymouth, MA 02190
(42.174746851000464, -70.95475004299965)",42.174746851000464,-70.95475004299965
2596,370047,"MERCY HOSPITAL ARDMORE, INC","1011 FOURTEENTH AVENUE, NORTHWEST",Ardmore,OK,73401,CARTER,50.0,10.0,46.0,13.8,76.0,22.8,20.0000000000,4.0000000000,50.6,"1011 FOURTEENTH AVENUE, NORTHWEST
Ardmore, OK 73401
(34.18846826200047, -97.1412795709997)",34.18846826200047,-97.1412795709997
2597,370099,HILLCREST HOSPITAL CUSHING,1027 EAST CHERRY STREET,Cushing,OK,74023,PAYNE,57.7777777778,11.5555555556,28.0,8.4,50.0,15.0,30.0000000000,6.0000000000,40.9555555556,"1027 EAST CHERRY STREET
Cushing, OK 74023
(35.97894366400044, -96.7574406709997)",35.97894366400044,-96.7574406709997
2598,370106,INTEGRIS SOUTHWEST MEDICAL CENTER,4401 SOUTH WESTERN AVENUE,Oklahoma City,OK,73109,OKLAHOMA,43.636363636400006,8.7272727273,33.0,9.9,54.0,16.2,0.0000000000,0.0000000000,34.8272727273,"4401 SOUTH WESTERN AVENUE
Oklahoma City, OK 73109
(35.422191015000465, -97.53028246099967)",35.422191015000465,-97.53028246099967
2599,370178,MEMORIAL HOSPITAL OF STILWELL,1401 WEST LOCUST,Stilwell,OK,74960,ADAIR,65.0,18.571428571400002,44.0,18.8571428571,,,100.0000000000,28.5714285714,66.0,"1401 WEST LOCUST
Stilwell, OK 74960
(35.80857035000048, -94.63852364699966)",35.80857035000048,-94.63852364699966
2600,370192,NORTHWEST SURGICAL HOSPITAL,9204 NORTH MAY AVENUE,Oklahoma City,OK,73120,OKLAHOMA,42.0,16.8,96.0,57.6,,,Not Available,Not Available,74.4,"9204 NORTH MAY AVENUE
Oklahoma City, OK 73120
(35.564239743000485, -97.56714679799967)",35.564239743000485,-97.56714679799967
2601,240115,MERCY HOSPITAL,4050 COON RAPIDS BLVD,Coon Rapids,MN,55433,ANOKA,62.7272727273,12.5454545455,40.0,12.0,36.0,10.8,50.0000000000,10.0000000000,45.345454545500004,"4050 COON RAPIDS BLVD
Coon Rapids, MN 55433
(45.18423270900047, -93.36932998899965)",45.18423270900047,-93.36932998899965
2602,180149,WESTLAKE REGIONAL HOSPITAL,901 WESTLAKE DRIVE,Columbia,KY,42728,ADAIR,,,100.0,37.5,35.0,13.125,10.0000000000,2.5000000000,53.125,"901 WESTLAKE DRIVE
Columbia, KY 42728
(37.09694790500049, -85.29600554299964)",37.09694790500049,-85.29600554299964
2603,230180,MIDMICHIGAN MEDICAL CENTER-CLARE,703 N MCEWAN ST,Clare,MI,48617,CLARE,50.0,10.0,47.0,14.1,30.0,9.0,90.0000000000,18.0000000000,51.1,"703 N MCEWAN ST
Clare, MI 48617
(43.8205607050005, -84.76839621099964)",43.8205607050005,-84.76839621099964
2604,230020,OAKWOOD HOSPITAL - DEARBORN,18101 OAKWOOD BLVD,Dearborn,MI,48124,WAYNE,40.9090909091,8.181818181799999,31.0,9.3,52.0,15.6,0.0000000000,0.0000000000,33.081818181799996,"18101 OAKWOOD BLVD
Dearborn, MI 48124
(42.29183251100045, -83.21174109399965)",42.29183251100045,-83.21174109399965
2605,230029,ST JOSEPH MERCY OAKLAND,44405 WOODWARD AVE,Pontiac,MI,48341,OAKLAND,82.72727272729999,16.5454545455,15.0,4.5,56.0,16.8,0.0000000000,0.0000000000,37.845454545500004,"44405 WOODWARD AVE
Pontiac, MI 48341
(42.61522731600047, -83.27543347099964)",42.61522731600047,-83.27543347099964
2606,230069,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,620 BYRON RD,Howell,MI,48843,LIVINGSTON,41.1111111111,8.222222222200001,39.0,11.7,73.3333333333,22.0,50.0000000000,10.0000000000,51.922222222200006,"620 BYRON RD
Howell, MI 48843
(42.6169868500005, -83.93995324199966)",42.6169868500005,-83.93995324199966
2607,230105,MCLAREN - NORTHERN MICHIGAN,416 CONNABLE AVE,Petoskey,MI,49770,EMMET,51.818181818199996,10.3636363636,39.0,11.7,54.0,16.2,20.0000000000,4.0000000000,42.2636363636,"416 CONNABLE AVE
Petoskey, MI 49770
(45.3733571570005, -84.96916760699969)",45.3733571570005,-84.96916760699969
2608,380005,ASANTE ASHLAND COMMUNITY HOSPITAL,280 MAPLE STREET,Ashland,OR,97520,JACKSON,76.6666666667,15.333333333299999,58.0,17.4,75.0,22.5,60.0000000000,12.0000000000,67.2333333333,"280 MAPLE STREET
Ashland, OR 97520
(42.20644151500045, -122.7247578029997)",42.20644151500045,-122.7247578029997
2609,380007,LEGACY EMANUEL MEDICAL CENTER,2801 N GANTENBEIN AVENUE,Portland,OR,97227,MULTNOMAH,49.0909090909,9.818181818200001,41.0,12.3,26.6666666667,8.0,20.0000000000,4.0000000000,34.1181818182,"2801 N GANTENBEIN AVENUE
Portland, OR 97227
(45.54419978600049, -122.66953815299968)",45.54419978600049,-122.66953815299968
2610,390013,EVANGELICAL COMMUNITY HOSPITAL,ONE HOSPITAL DRIVE,Lewisburg,PA,17837,UNION,41.1111111111,8.222222222200001,38.0,11.4,25.0,7.5,40.0000000000,8.0000000000,35.1222222222,"ONE HOSPITAL DRIVE
Lewisburg, PA 17837
(40.965539323000485, -76.90922728499964)",40.965539323000485,-76.90922728499964
2611,240056,RIDGEVIEW MEDICAL CENTER,500 SOUTH MAPLE STREET,Waconia,MN,55387,CARVER,64.44444444439999,12.8888888889,73.0,21.9,35.0,10.5,20.0000000000,4.0000000000,49.288888888900004,"500 SOUTH MAPLE STREET
Waconia, MN 55387
(44.84319070800046, -93.79079895599966)",44.84319070800046,-93.79079895599966
2612,240040,UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS,750 EAST 34TH ST,Hibbing,MN,55746,ST. LOUIS,31.1111111111,6.2222222222,56.0,16.8,46.6666666667,14.0,30.0000000000,6.0000000000,43.0222222222,"750 EAST 34TH ST
Hibbing, MN 55746
(47.41113361800046, -92.93161301699968)",47.41113361800046,-92.93161301699968
2613,230269,"BEAUMONT HOSPITAL, TROY",44201 DEQUINDRE ROAD,Troy,MI,48085,OAKLAND,93.63636363639999,18.7272727273,25.0,7.5,70.0,21.0,0.0000000000,0.0000000000,47.2272727273,"44201 DEQUINDRE ROAD
Troy, MI 48085
(42.61635123700046, -83.09112685599968)",42.61635123700046,-83.09112685599968
2614,240030,DOUGLAS COUNTY HOSPITAL,111 17TH AVENUE EAST,Alexandria,MN,56308,DOUGLAS,60.0,12.0,49.0,14.7,33.3333333333,10.0,0.0000000000,0.0000000000,36.7,"111 17TH AVENUE EAST
Alexandria, MN 56308
(45.872666937000474, -95.37760163399969)",45.872666937000474,-95.37760163399969
2615,390035,ST LUKE'S QUAKERTOWN HOSPITAL,1021 PARK AVENUE,Quakertown,PA,18951,BUCKS,83.3333333333,16.6666666667,50.0,15.0,50.0,15.0,0.0000000000,0.0000000000,46.6666666667,"1021 PARK AVENUE
Quakertown, PA 18951
(40.43783917900049, -75.34851576999966)",40.43783917900049,-75.34851576999966
2616,390036,HERITAGE VALLEY BEAVER,1000 DUTCH RIDGE ROAD,Beaver,PA,15009,BEAVER,57.2727272727,11.4545454545,17.0,5.1,72.0,21.6,0.0000000000,0.0000000000,38.154545454499996,"1000 DUTCH RIDGE ROAD
Beaver, PA 15009
(40.710355680000475, -80.32434756099968)",40.710355680000475,-80.32434756099968
2617,390037,HERITAGE VALLEY SEWICKLEY,720 BLACKBURN ROAD,Sewickley,PA,15143,ALLEGHENY,40.0,8.0,43.0,12.9,30.0,9.0,0.0000000000,0.0000000000,29.9,"720 BLACKBURN ROAD
Sewickley, PA 15143
(40.543494902000475, -80.17877634199965)",40.543494902000475,-80.17877634199965
2618,390076,BRANDYWINE HOSPITAL,201 REECEVILLE ROAD,Coatesville,PA,19320,CHESTER,48.181818181800004,9.6363636364,40.0,12.0,50.0,15.0,0.0000000000,0.0000000000,36.6363636364,"201 REECEVILLE ROAD
Coatesville, PA 19320
(40.010125390000496, -75.79029662999966)",40.010125390000496,-75.79029662999966
2619,390096,ST JOSEPH MEDICAL CENTER,2500 BERNVILLE ROAD,Reading,PA,19605,BERKS,74.54545454550001,14.909090909100001,27.0,8.1,30.0,9.0,0.0000000000,0.0000000000,32.009090909099996,"2500 BERNVILLE ROAD
Reading, PA 19605
(40.376612869000496, -75.97736155299964)",40.376612869000496,-75.97736155299964
2620,390097,HOLY REDEEMER HOSPITAL AND MEDICAL CENTER,1648 HUNTINGDON PIKE,Meadowbrook,PA,19046,MONTGOMERY,59.0,11.8,26.0,7.8,36.0,10.8,0.0000000000,0.0000000000,30.4,"1648 HUNTINGDON PIKE
Meadowbrook, PA 19046
(40.084509153000454, -75.09346256099963)",40.084509153000454,-75.09346256099963
2621,390114,MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM,300 HALKET STREET,Pittsburgh,PA,15213,ALLEGHENY,80.0,16.0,29.0,8.7,15.0,4.5,30.0000000000,6.0000000000,35.2,"300 HALKET STREET
Pittsburgh, PA 15213
(40.436107998000466, -79.95837133299966)",40.436107998000466,-79.95837133299966
2622,390115,ARIA HEALTH,10800 KNIGHTS ROAD,Philadelphia,PA,19114,PHILADELPHIA,48.181818181800004,9.6363636364,22.0,6.6,54.0,16.2,10.0000000000,2.0000000000,34.436363636399996,"10800 KNIGHTS ROAD
Philadelphia, PA 19114
(40.06967546800047, -74.98158551399968)",40.06967546800047,-74.98158551399968
2623,390119,MOSES TAYLOR HOSPITAL,700 QUINCY AVENUE,Scranton,PA,18510,LACKAWANNA,44.4444444444,8.8888888889,22.0,6.6,22.5,6.75,0.0000000000,0.0000000000,22.2388888889,"700 QUINCY AVENUE
Scranton, PA 18510
(41.41027351200046, -75.65125100999967)",41.41027351200046,-75.65125100999967
2624,390156,MERCY FITZGERALD HOSPITAL,LANSDOWNE & BAILY RDS,Darby,PA,19023,DELAWARE,65.45454545449999,13.090909090899999,25.0,7.5,52.0,15.6,0.0000000000,0.0000000000,36.1909090909,"LANSDOWNE &amp; BAILY RDS
Darby, PA 19023
(39.916229185000475, -75.26568984999966)",39.916229185000475,-75.26568984999966
2625,390219,EXCELA HEALTH LATROBE HOSPITAL,ONE MELLON WAY,Latrobe,PA,15650,WESTMORELAND,63.3333333333,12.666666666700001,35.0,10.5,67.5,20.25,0.0000000000,0.0000000000,43.4166666667,"ONE MELLON WAY
Latrobe, PA 15650
(40.294418463000454, -79.38921738399966)",40.294418463000454,-79.38921738399966
2626,80006,NANTICOKE MEMORIAL HOSPITAL,801 MIDDLEFORD RD,Seaford,DE,19973,SUSSEX,54.0,10.8,59.0,17.7,54.0,16.2,0.0000000000,0.0000000000,44.7,"801 MIDDLEFORD RD
Seaford, DE 19973
(38.64231617100046, -75.60520875299966)",38.64231617100046,-75.60520875299966
2627,100127,MORTON PLANT HOSPITAL,300 PINELLAS ST,Clearwater,FL,33756,PINELLAS,73.6363636364,14.7272727273,42.0,12.6,34.0,10.2,0.0000000000,0.0000000000,37.5272727273,"300 PINELLAS ST
Clearwater, FL 33756
(27.951871001000484, -82.80367313199969)",27.951871001000484,-82.80367313199969
2628,50492,CLOVIS COMMUNITY MEDICAL CENTER,2755 HERNDON AVE,Clovis,CA,93611,FRESNO,36.0,7.2,49.0,14.7,30.0,9.0,40.0000000000,8.0000000000,38.9,"2755 HERNDON AVE
Clovis, CA 93611
(36.83744557900047, -119.66071551399972)",36.83744557900047,-119.66071551399972
2629,260017,PHELPS COUNTY REGIONAL MEDICAL CENTER,1000 W 10TH ST,Rolla,MO,65401,PHELPS,47.7777777778,9.5555555556,65.0,19.5,32.5,9.75,30.0000000000,6.0000000000,44.8055555556,"1000 W 10TH ST
Rolla, MO 65401
(37.951451002000454, -91.78392372399969)",37.951451002000454,-91.78392372399969
2630,260025,HANNIBAL REGIONAL HOSPITAL,6000 HOSPITAL DR,Hannibal,MO,63401,MARION,5.0,1.0,60.0,18.0,56.6666666667,17.0,60.0000000000,12.0000000000,48.0,"6000 HOSPITAL DR
Hannibal, MO 63401
(39.71059103800047, -91.44989581399966)",39.71059103800047,-91.44989581399966
2631,420048,KERSHAW HEALTH,"HAILE AND ROBERTS STREETS, BOX 7003",Camden,SC,29020,KERSHAW,31.1111111111,6.2222222222,48.0,14.4,70.0,21.0,0.0000000000,0.0000000000,41.6222222222,"HAILE AND ROBERTS STREETS, BOX 7003
Camden, SC 29020
(34.268942981000464, -80.58295985099966)",34.268942981000464,-80.58295985099966
2632,420051,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,555 E CHEVES ST BOX 8700,Florence,SC,29506,FLORENCE,59.0909090909,11.8181818182,62.0,18.6,44.0,13.2,10.0000000000,2.0000000000,45.6181818182,"555 E CHEVES ST BOX 8700
Florence, SC 29506
(34.19585784400044, -79.76079187499965)",34.19585784400044,-79.76079187499965
2633,420065,BON SECOURS-ST FRANCIS XAVIER HOSPITAL,2095 HENRY TECKLENBURG DRIVE,Charleston,SC,29414,CHARLESTON,66.6666666667,13.333333333299999,61.0,18.3,57.5,17.25,10.0000000000,2.0000000000,50.8833333333,"2095 HENRY TECKLENBURG DRIVE
Charleston, SC 29414
(32.81044896500049, -80.04144832299966)",32.81044896500049,-80.04144832299966
2634,420066,LAKE CITY COMMUNITY HOSPITAL,258 N RON MCNAIR BLVD,Lake City,SC,29560,FLORENCE,,,44.0,26.4,,,40.0000000000,16.0000000000,42.4,"258 N RON MCNAIR BLVD
Lake City, SC 29560
(33.88030890100049, -79.75907956299966)",33.88030890100049,-79.75907956299966
2635,420067,BEAUFORT COUNTY MEMORIAL HOSPITAL,955 RIBAUT RD,Beaufort,SC,29902,BEAUFORT,74.0,14.8,46.0,13.8,55.0,16.5,10.0000000000,2.0000000000,47.1,"955 RIBAUT RD
Beaufort, SC 29902
(32.41712995500046, -80.68850779199965)",32.41712995500046,-80.68850779199965
2636,450082,CHRISTUS SPOHN HOSPITAL BEEVILLE,1500 E HOUSTON HWY,Beeville,TX,78102,BEE,31.4285714286,6.2857142857,43.0,12.9,53.3333333333,16.0,0.0000000000,0.0000000000,35.1857142857,"1500 E HOUSTON HWY
Beeville, TX 78102
(28.407945135000432, -97.73268821199969)",28.407945135000432,-97.73268821199969
2637,420083,MARY BLACK MEMORIAL HOSPITAL,1700 SKYLYN DR BOX 3217,Spartanburg,SC,29307,SPARTANBURG,71.1111111111,14.222222222200001,66.0,19.8,13.333333333299999,4.0,0.0000000000,0.0000000000,38.0222222222,"1700 SKYLYN DR BOX 3217
Spartanburg, SC 29307
(34.97732845800044, -81.89438569099968)",34.97732845800044,-81.89438569099968
2638,420085,GRAND STRAND REGIONAL MEDICAL CENTER,809 82ND PARKWAY,Myrtle Beach,SC,29572,HORRY,78.1818181818,15.6363636364,19.0,5.7,52.0,15.6,0.0000000000,0.0000000000,36.936363636399996,"809 82ND PARKWAY
Myrtle Beach, SC 29572
(33.75454756000045, -78.81706233499966)",33.75454756000045,-78.81706233499966
2639,430013,AVERA QUEEN OF PEACE,525 N FOSTER,Mitchell,SD,573012999,DAVISON,83.3333333333,16.6666666667,61.0,18.3,73.3333333333,22.0,40.0000000000,8.0000000000,64.96666666670001,"525 N FOSTER
Mitchell, SD 573012999
(43.71426349900048, -98.00740447599969)",43.71426349900048,-98.00740447599969
2640,430016,AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER,1325 S CLIFF AVE  POST OFFICE BOX 5045,Sioux Falls,SD,571175045,MINNEHAHA,55.0,11.0,44.0,13.2,52.0,15.6,10.0000000000,2.0000000000,41.8,"1325 S CLIFF AVE POST OFFICE BOX 5045
Sioux Falls, SD 571175045
(43.53456453600046, -96.71135687299966)",43.53456453600046,-96.71135687299966
2641,490038,SMYTH COUNTY COMMUNITY HOSPITAL,245 MEDICAL PARK DRIVE,Marion,VA,24354,SMYTH,93.3333333333,18.6666666667,72.0,21.6,50.0,15.0,30.0000000000,6.0000000000,61.2666666667,"245 MEDICAL PARK DRIVE
Marion, VA 24354
(36.8498060660005, -81.49044077499968)",36.8498060660005,-81.49044077499968
2642,370215,OKLAHOMA HEART HOSPITAL,4050 WEST MEMORIAL ROAD,Oklahoma City,OK,73120,OKLAHOMA,85.0,17.0,98.0,29.4,74.0,22.2,30.0000000000,6.0000000000,74.6,"4050 WEST MEMORIAL ROAD
Oklahoma City, OK 73120
(35.609012806000464, -97.59630067999967)",35.609012806000464,-97.59630067999967
2643,490130,RIVERSIDE WALTER REED HOSPITAL,7519 HOSPITAL ROAD,Gloucester,VA,23061,GLOUCESTER,68.8888888889,13.777777777799999,46.0,13.8,27.5,8.25,40.0000000000,8.0000000000,43.827777777799994,"7519 HOSPITAL ROAD
Gloucester, VA 23061
(37.41897952700049, -76.54347763599964)",37.41897952700049,-76.54347763599964
2644,230121,MEMORIAL HEALTHCARE,826 WEST KING STREET,Owosso,MI,48867,SHIAWASSEE,43.3333333333,8.6666666667,58.0,17.4,20.0,6.0,30.0000000000,6.0000000000,38.0666666667,"826 WEST KING STREET
Owosso, MI 48867
(43.00506980500046, -84.18036334599964)",43.00506980500046,-84.18036334599964
2645,100291,WUESTHOFF MEDICAL CENTER - MELBOURNE,250 NORTH WICKHAM ROAD,Melbourne,FL,32935,BREVARD,47.7777777778,9.5555555556,14.0,4.2,56.6666666667,17.0,0.0000000000,0.0000000000,30.7555555556,"250 NORTH WICKHAM ROAD
Melbourne, FL 32935
(28.110223705000465, -80.67262856999963)",28.110223705000465,-80.67262856999963
2646,450860,SUGAR LAND SURGICAL HOSPITAL LLP,16906 SOUTHWEST FREEWAY,Sugar Land,TX,77478,FORT BEND,88.3333333333,25.238095238099998,98.0,42.0,,,50.0000000000,14.2857142857,81.5238095238,"16906 SOUTHWEST FREEWAY
Sugar Land, TX 77478
(29.589697732000445, -95.63723780699968)",29.589697732000445,-95.63723780699968
2647,260219,PROGRESS WEST HOSPITAL,2 PROGRESS POINT PKWY,Ofallon,MO,63368-2208,ST. CHARLES,57.0,11.4,57.0,17.1,60.0,18.0,20.0000000000,4.0000000000,50.5,"2 PROGRESS POINT PKWY
Ofallon, MO 63368-2208
(38.71765914600047, -90.70124265499965)",38.71765914600047,-90.70124265499965
2648,290053,ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,8280 W WARM SPRINGS ROAD,Las Vegas,NV,89113,CLARK,27.2727272727,5.454545454500001,30.0,9.0,40.0,12.0,0.0000000000,0.0000000000,26.4545454545,"8280 W WARM SPRINGS ROAD
Las Vegas, NV 89113
(36.05555772900044, -115.27345946099967)",36.05555772900044,-115.27345946099967
2649,490067,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,Petersburg,VA,23805,PETERSBURG CITY,46.0,9.2,35.0,10.5,64.0,19.2,0.0000000000,0.0000000000,38.9,"200 MEDICAL PARK BOULEVARD
Petersburg, VA 23805
(37.18371114900049, -77.36137863899967)",37.18371114900049,-77.36137863899967
2650,420015,BAPTIST EASLEY HOSPITAL,200 FLEETWOOD DRIVE,Easley,SC,29640,PICKENS,75.55555555560001,15.1111111111,81.0,24.3,20.0,6.0,0.0000000000,0.0000000000,45.4111111111,"200 FLEETWOOD DRIVE
Easley, SC 29640
(34.83899493800044, -82.60795290799967)",34.83899493800044,-82.60795290799967
2651,140289,ANDERSON HOSPITAL,6800 STATE ROUTE 162,Maryville,IL,62062,MADISON,15.0,3.0,67.0,20.1,8.0,2.4,20.0000000000,4.0000000000,29.5,"6800 STATE ROUTE 162
Maryville, IL 62062
(38.73811358100045, -89.94663241499967)",38.73811358100045,-89.94663241499967
2652,150090,FRANCISCAN ST MARGARET HEALTH - DYER,24 JOLIET ST,Dyer,IN,46311,LAKE,60.9090909091,12.1818181818,39.0,11.7,22.0,6.6,0.0000000000,0.0000000000,30.481818181799998,"24 JOLIET ST
Dyer, IN 46311
(41.494393577000494, -87.52417537599968)",41.494393577000494,-87.52417537599968
